group,name,final_weight,pre_footprint_weight,base_weight,type_override_weight,type_rule,downgraded,z_guess,footprint_ok,local_mean,stamp_bounds,ra_deg,dec_deg,ra_hms,dec_dms,shape,pointsym,color,text,comments,attrs_raw,order_in_file
Filler,LAE1970,1,1,1,,,0,,True,,,237.9290500,19.2273903,15:51:42.972,+19:13:38.605,point,cross,cyan,'LAE1970',,point=cross 14 color=cyan width=2 text={'LAE1970'},830
Filler,LAE1977,1,1,1,,,0,,True,,,237.7722875,19.2290717,15:51:05.349,+19:13:44.658,point,cross,cyan,'LAE1977',,point=cross 14 color=cyan width=2 text={'LAE1977'},831
Filler,LAE1978,1,1,1,,,0,,True,,,237.9544250,19.2291397,15:51:49.062,+19:13:44.903,point,cross,cyan,'LAE1978',,point=cross 14 color=cyan width=2 text={'LAE1978'},832
Filler,LAE1979,1,1,1,,,0,,True,,,238.0701708,19.2295389,15:52:16.841,+19:13:46.340,point,cross,cyan,'LAE1979',,point=cross 14 color=cyan width=2 text={'LAE1979'},833
Filler,LAE1980,1,1,1,,,0,,True,,,237.8233000,19.2290747,15:51:17.592,+19:13:44.669,point,cross,cyan,'LAE1980',,point=cross 14 color=cyan width=2 text={'LAE1980'},834
Filler,LAE1981,1,1,1,,,0,,True,,,237.9850958,19.2293728,15:51:56.423,+19:13:45.742,point,cross,cyan,'LAE1981',,point=cross 14 color=cyan width=2 text={'LAE1981'},835
Filler,LAE1982,1,1,1,,,0,,True,,,238.0633208,19.2286917,15:52:15.197,+19:13:43.290,point,cross,cyan,'LAE1982',,point=cross 14 color=cyan width=2 text={'LAE1982'},836
Filler,LAE1991,1,1,1,,,0,,True,,,238.1181250,19.2306989,15:52:28.350,+19:13:50.516,point,cross,cyan,'LAE1991',,point=cross 14 color=cyan width=2 text={'LAE1991'},837
Filler,LAE1994,1,1,1,,,0,,True,,,238.1027750,19.2319269,15:52:24.666,+19:13:54.937,point,cross,cyan,'LAE1994',,point=cross 14 color=cyan width=2 text={'LAE1994'},838
Filler,LAE1995,1,1,1,,,0,,True,,,237.7563583,19.2321708,15:51:01.526,+19:13:55.815,point,cross,cyan,'LAE1995',,point=cross 14 color=cyan width=2 text={'LAE1995'},839
Filler,LAE1997,1,1,1,,,0,,True,,,238.0551208,19.2318339,15:52:13.229,+19:13:54.602,point,cross,cyan,'LAE1997',,point=cross 14 color=cyan width=2 text={'LAE1997'},840
Filler,LAE1998,1,1,1,,,0,,True,,,237.8439625,19.2327419,15:51:22.551,+19:13:57.871,point,cross,cyan,'LAE1998',,point=cross 14 color=cyan width=2 text={'LAE1998'},841
Filler,LAE2000,1,1,1,,,0,,True,,,237.9029083,19.2329572,15:51:36.698,+19:13:58.646,point,cross,cyan,'LAE2000',,point=cross 14 color=cyan width=2 text={'LAE2000'},842
Filler,LAE2002,1,1,1,,,0,,True,,,237.7932167,19.2336225,15:51:10.372,+19:14:01.041,point,cross,cyan,'LAE2002',,point=cross 14 color=cyan width=2 text={'LAE2002'},843
Filler,LAE2008,1,1,1,,,0,,True,,,237.8029625,19.2344581,15:51:12.711,+19:14:04.049,point,cross,cyan,'LAE2008',,point=cross 14 color=cyan width=2 text={'LAE2008'},844
Filler,LAE2009,1,1,1,,,0,,True,,,237.7960333,19.2334625,15:51:11.048,+19:14:00.465,point,cross,cyan,'LAE2009',,point=cross 14 color=cyan width=2 text={'LAE2009'},845
Filler,LAE2012,1,1,1,,,0,,True,,,237.7972875,19.2358256,15:51:11.349,+19:14:08.972,point,cross,cyan,'LAE2012',,point=cross 14 color=cyan width=2 text={'LAE2012'},846
Filler,LAE2013,1,1,1,,,0,,True,,,238.1311583,19.2355633,15:52:31.478,+19:14:08.028,point,cross,cyan,'LAE2013',,point=cross 14 color=cyan width=2 text={'LAE2013'},847
Filler,LAE2014,1,1,1,,,0,,True,,,237.7972958,19.2364636,15:51:11.351,+19:14:11.269,point,cross,cyan,'LAE2014',,point=cross 14 color=cyan width=2 text={'LAE2014'},848
Filler,LAE2015,1,1,1,,,0,,True,,,238.1545458,19.2362842,15:52:37.091,+19:14:10.623,point,cross,cyan,'LAE2015',,point=cross 14 color=cyan width=2 text={'LAE2015'},849
Filler,LAE2016,1,1,1,,,0,,True,,,237.8667667,19.2352675,15:51:28.024,+19:14:06.963,point,cross,cyan,'LAE2016',,point=cross 14 color=cyan width=2 text={'LAE2016'},850
Filler,LAE2017,1,1,1,,,0,,True,,,237.7963458,19.2371261,15:51:11.123,+19:14:13.654,point,cross,cyan,'LAE2017',,point=cross 14 color=cyan width=2 text={'LAE2017'},851
Filler,LAE2021,1,1,1,,,0,,True,,,237.8169792,19.2385994,15:51:16.075,+19:14:18.958,point,cross,cyan,'LAE2021',,point=cross 14 color=cyan width=2 text={'LAE2021'},852
Filler,LAE2022,1,1,1,,,0,,True,,,237.9587750,19.2386144,15:51:50.106,+19:14:19.012,point,cross,cyan,'LAE2022',,point=cross 14 color=cyan width=2 text={'LAE2022'},853
Filler,LAE2023,1,1,1,,,0,,True,,,238.1750000,19.2385256,15:52:42.000,+19:14:18.692,point,cross,cyan,'LAE2023',,point=cross 14 color=cyan width=2 text={'LAE2023'},854
Filler,LAE2030,1,1,1,,,0,,True,,,238.0403333,19.2406719,15:52:09.680,+19:14:26.419,point,cross,cyan,'LAE2030',,point=cross 14 color=cyan width=2 text={'LAE2030'},855
Filler,LAE2036,1,1,1,,,0,,True,,,237.9114917,19.2421361,15:51:38.758,+19:14:31.690,point,cross,cyan,'LAE2036',,point=cross 14 color=cyan width=2 text={'LAE2036'},856
Filler,LAE2037,1,1,1,,,0,,True,,,237.9846417,19.2413122,15:51:56.314,+19:14:28.724,point,cross,cyan,'LAE2037',,point=cross 14 color=cyan width=2 text={'LAE2037'},857
Filler,LAE2043,1,1,1,,,0,,True,,,237.8748000,19.2422917,15:51:29.952,+19:14:32.250,point,cross,cyan,'LAE2043',,point=cross 14 color=cyan width=2 text={'LAE2043'},858
Filler,LAE2044,1,1,1,,,0,,True,,,237.7747375,19.2428525,15:51:05.937,+19:14:34.269,point,cross,cyan,'LAE2044',,point=cross 14 color=cyan width=2 text={'LAE2044'},859
Filler,LAE2045,1,1,1,,,0,,True,,,238.1581542,19.2429106,15:52:37.957,+19:14:34.478,point,cross,cyan,'LAE2045',,point=cross 14 color=cyan width=2 text={'LAE2045'},860
Filler,LAE2046,1,1,1,,,0,,True,,,237.9278167,19.2435425,15:51:42.676,+19:14:36.753,point,cross,cyan,'LAE2046',,point=cross 14 color=cyan width=2 text={'LAE2046'},861
Filler,LAE2051,1,1,1,,,0,,True,,,237.9088167,19.2439392,15:51:38.116,+19:14:38.181,point,cross,cyan,'LAE2051',,point=cross 14 color=cyan width=2 text={'LAE2051'},862
Filler,LAE2052,1,1,1,,,0,,True,,,237.9387333,19.2437547,15:51:45.296,+19:14:37.517,point,cross,cyan,'LAE2052',,point=cross 14 color=cyan width=2 text={'LAE2052'},863
Filler,LAE2055,1,1,1,,,0,,True,,,238.1582042,19.2441636,15:52:37.969,+19:14:38.989,point,cross,cyan,'LAE2055',,point=cross 14 color=cyan width=2 text={'LAE2055'},864
Filler,LAE2058,1,1,1,,,0,,True,,,238.1672083,19.2445711,15:52:40.130,+19:14:40.456,point,cross,cyan,'LAE2058',,point=cross 14 color=cyan width=2 text={'LAE2058'},865
Filler,LAE2060,1,1,1,,,0,,True,,,238.0787458,19.2447144,15:52:18.899,+19:14:40.972,point,cross,cyan,'LAE2060',,point=cross 14 color=cyan width=2 text={'LAE2060'},866
Filler,LAE2062,1,1,1,,,0,,True,,,238.1499083,19.2453358,15:52:35.978,+19:14:43.209,point,cross,cyan,'LAE2062',,point=cross 14 color=cyan width=2 text={'LAE2062'},867
Filler,LAE2063,1,1,1,,,0,,True,,,238.1716000,19.2456186,15:52:41.184,+19:14:44.227,point,cross,cyan,'LAE2063',,point=cross 14 color=cyan width=2 text={'LAE2063'},868
Filler,LAE2064,1,1,1,,,0,,True,,,238.0581208,19.2453189,15:52:13.949,+19:14:43.148,point,cross,cyan,'LAE2064',,point=cross 14 color=cyan width=2 text={'LAE2064'},869
Filler,LAE2067,1,1,1,,,0,,True,,,237.8657417,19.2462736,15:51:27.778,+19:14:46.585,point,cross,cyan,'LAE2067',,point=cross 14 color=cyan width=2 text={'LAE2067'},870
Filler,LAE2068,1,1,1,,,0,,True,,,238.0707125,19.2472256,15:52:16.971,+19:14:50.012,point,cross,cyan,'LAE2068',,point=cross 14 color=cyan width=2 text={'LAE2068'},871
Filler,LAE2070,1,1,1,,,0,,True,,,237.7991917,19.2473603,15:51:11.806,+19:14:50.497,point,cross,cyan,'LAE2070',,point=cross 14 color=cyan width=2 text={'LAE2070'},872
Filler,LAE2071,1,1,1,,,0,,True,,,237.8458500,19.2467642,15:51:23.004,+19:14:48.351,point,cross,cyan,'LAE2071',,point=cross 14 color=cyan width=2 text={'LAE2071'},873
Filler,LAE2072,1,1,1,,,0,,True,,,237.8428042,19.2472861,15:51:22.273,+19:14:50.230,point,cross,cyan,'LAE2072',,point=cross 14 color=cyan width=2 text={'LAE2072'},874
Filler,LAE2073,1,1,1,,,0,,True,,,238.1398417,19.2479089,15:52:33.562,+19:14:52.472,point,cross,cyan,'LAE2073',,point=cross 14 color=cyan width=2 text={'LAE2073'},875
Filler,LAE2074,1,1,1,,,0,,True,,,238.0551125,19.2485300,15:52:13.227,+19:14:54.708,point,cross,cyan,'LAE2074',,point=cross 14 color=cyan width=2 text={'LAE2074'},876
Filler,LAE2077,1,1,1,,,0,,True,,,237.9041667,19.2482742,15:51:37.000,+19:14:53.787,point,cross,cyan,'LAE2077',,point=cross 14 color=cyan width=2 text={'LAE2077'},877
Filler,LAE2078,1,1,1,,,0,,True,,,238.1397000,19.2482158,15:52:33.528,+19:14:53.577,point,cross,cyan,'LAE2078',,point=cross 14 color=cyan width=2 text={'LAE2078'},878
Filler,LAE2079,1,1,1,,,0,,True,,,237.9626708,19.2497244,15:51:51.041,+19:14:59.008,point,cross,cyan,'LAE2079',,point=cross 14 color=cyan width=2 text={'LAE2079'},879
Filler,LAE2081,1,1,1,,,0,,True,,,238.1599542,19.2491017,15:52:38.389,+19:14:56.766,point,cross,cyan,'LAE2081',,point=cross 14 color=cyan width=2 text={'LAE2081'},880
Filler,LAE2087,1,1,1,,,0,,True,,,238.0275292,19.2515325,15:52:06.607,+19:15:05.517,point,cross,cyan,'LAE2087',,point=cross 14 color=cyan width=2 text={'LAE2087'},881
Filler,LAE2088,1,1,1,,,0,,True,,,238.1464667,19.2511467,15:52:35.152,+19:15:04.128,point,cross,cyan,'LAE2088',,point=cross 14 color=cyan width=2 text={'LAE2088'},882
Filler,LAE2092,1,1,1,,,0,,True,,,238.0007042,19.2503683,15:52:00.169,+19:15:01.326,point,cross,cyan,'LAE2092',,point=cross 14 color=cyan width=2 text={'LAE2092'},883
Filler,LAE2095,1,1,1,,,0,,True,,,237.8003792,19.2529356,15:51:12.091,+19:15:10.568,point,cross,cyan,'LAE2095',,point=cross 14 color=cyan width=2 text={'LAE2095'},884
Filler,LAE2097,1,1,1,,,0,,True,,,237.8307667,19.2536633,15:51:19.384,+19:15:13.188,point,cross,cyan,'LAE2097',,point=cross 14 color=cyan width=2 text={'LAE2097'},885
Filler,LAE2100,1,1,1,,,0,,True,,,237.7871833,19.2541297,15:51:08.924,+19:15:14.867,point,cross,cyan,'LAE2100',,point=cross 14 color=cyan width=2 text={'LAE2100'},886
Filler,LAE2108,1,1,1,,,0,,True,,,238.1682917,19.2546425,15:52:40.390,+19:15:16.713,point,cross,cyan,'LAE2108',,point=cross 14 color=cyan width=2 text={'LAE2108'},887
Filler,LAE2116,1,1,1,,,0,,True,,,238.1749917,19.2563294,15:52:41.998,+19:15:22.786,point,cross,cyan,'LAE2116',,point=cross 14 color=cyan width=2 text={'LAE2116'},888
Filler,LAE2118,1,1,1,,,0,,True,,,237.8410167,19.2560714,15:51:21.844,+19:15:21.857,point,cross,cyan,'LAE2118',,point=cross 14 color=cyan width=2 text={'LAE2118'},889
Filler,LAE2119,1,1,1,,,0,,True,,,237.8697750,19.2566258,15:51:28.746,+19:15:23.853,point,cross,cyan,'LAE2119',,point=cross 14 color=cyan width=2 text={'LAE2119'},890
Filler,LAE2120,1,1,1,,,0,,True,,,238.0144917,19.2569697,15:52:03.478,+19:15:25.091,point,cross,cyan,'LAE2120',,point=cross 14 color=cyan width=2 text={'LAE2120'},891
Filler,LAE2124,1,1,1,,,0,,True,,,237.8601208,19.2570172,15:51:26.429,+19:15:25.262,point,cross,cyan,'LAE2124',,point=cross 14 color=cyan width=2 text={'LAE2124'},892
Filler,LAE2125,1,1,1,,,0,,True,,,238.0111125,19.2565006,15:52:02.667,+19:15:23.402,point,cross,cyan,'LAE2125',,point=cross 14 color=cyan width=2 text={'LAE2125'},893
Filler,LAE2133,1,1,1,,,0,,True,,,238.0573417,19.2589183,15:52:13.762,+19:15:32.106,point,cross,cyan,'LAE2133',,point=cross 14 color=cyan width=2 text={'LAE2133'},894
Filler,LAE2137,1,1,1,,,0,,True,,,237.9246500,19.2599322,15:51:41.916,+19:15:35.756,point,cross,cyan,'LAE2137',,point=cross 14 color=cyan width=2 text={'LAE2137'},895
Filler,LAE2141,1,1,1,,,0,,True,,,238.0529542,19.2609611,15:52:12.709,+19:15:39.460,point,cross,cyan,'LAE2141',,point=cross 14 color=cyan width=2 text={'LAE2141'},896
Filler,LAE2142,1,1,1,,,0,,True,,,237.7891250,19.2598572,15:51:09.390,+19:15:35.486,point,cross,cyan,'LAE2142',,point=cross 14 color=cyan width=2 text={'LAE2142'},897
Filler,LAE2143,1,1,1,,,0,,True,,,237.9427208,19.2607758,15:51:46.253,+19:15:38.793,point,cross,cyan,'LAE2143',,point=cross 14 color=cyan width=2 text={'LAE2143'},898
Filler,LAE2145,1,1,1,,,0,,True,,,238.0520667,19.2605053,15:52:12.496,+19:15:37.819,point,cross,cyan,'LAE2145',,point=cross 14 color=cyan width=2 text={'LAE2145'},899
Filler,LAE2146,1,1,1,,,0,,True,,,237.9295833,19.2611725,15:51:43.100,+19:15:40.221,point,cross,cyan,'LAE2146',,point=cross 14 color=cyan width=2 text={'LAE2146'},900
Filler,LAE2148,1,1,1,,,0,,True,,,237.7891792,19.2608583,15:51:09.403,+19:15:39.090,point,cross,cyan,'LAE2148',,point=cross 14 color=cyan width=2 text={'LAE2148'},901
Filler,LAE2149,1,1,1,,,0,,True,,,238.1242083,19.2609361,15:52:29.810,+19:15:39.370,point,cross,cyan,'LAE2149',,point=cross 14 color=cyan width=2 text={'LAE2149'},902
Filler,LAE2153,1,1,1,,,0,,True,,,237.9517333,19.2585258,15:51:48.416,+19:15:30.693,point,cross,cyan,'LAE2153',,point=cross 14 color=cyan width=2 text={'LAE2153'},903
Filler,LAE2160,1,1,1,,,0,,True,,,237.7778042,19.2631781,15:51:06.673,+19:15:47.441,point,cross,cyan,'LAE2160',,point=cross 14 color=cyan width=2 text={'LAE2160'},904
Filler,LAE2162,1,1,1,,,0,,True,,,238.1264708,19.2634608,15:52:30.353,+19:15:48.459,point,cross,cyan,'LAE2162',,point=cross 14 color=cyan width=2 text={'LAE2162'},905
Filler,LAE2164,1,1,1,,,0,,True,,,237.7428042,19.2640794,15:50:58.273,+19:15:50.686,point,cross,cyan,'LAE2164',,point=cross 14 color=cyan width=2 text={'LAE2164'},906
Filler,LAE2169,1,1,1,,,0,,True,,,238.0148167,19.2645844,15:52:03.556,+19:15:52.504,point,cross,cyan,'LAE2169',,point=cross 14 color=cyan width=2 text={'LAE2169'},907
Filler,LAE2171,1,1,1,,,0,,True,,,237.9200792,19.2647636,15:51:40.819,+19:15:53.149,point,cross,cyan,'LAE2171',,point=cross 14 color=cyan width=2 text={'LAE2171'},908
Filler,LAE2173,1,1,1,,,0,,True,,,237.7990000,19.2657164,15:51:11.760,+19:15:56.579,point,cross,cyan,'LAE2173',,point=cross 14 color=cyan width=2 text={'LAE2173'},909
Filler,LAE2177,1,1,1,,,0,,True,,,237.9698875,19.2648478,15:51:52.773,+19:15:53.452,point,cross,cyan,'LAE2177',,point=cross 14 color=cyan width=2 text={'LAE2177'},910
Filler,LAE2183,1,1,1,,,0,,True,,,237.7629458,19.2684839,15:51:03.107,+19:16:06.542,point,cross,cyan,'LAE2183',,point=cross 14 color=cyan width=2 text={'LAE2183'},911
Filler,LAE2185,1,1,1,,,0,,True,,,238.0101083,19.2689747,15:52:02.426,+19:16:08.309,point,cross,cyan,'LAE2185',,point=cross 14 color=cyan width=2 text={'LAE2185'},912
Filler,LAE2191,1,1,1,,,0,,True,,,238.0466000,19.2700858,15:52:11.184,+19:16:12.309,point,cross,cyan,'LAE2191',,point=cross 14 color=cyan width=2 text={'LAE2191'},913
Filler,LAE2192,1,1,1,,,0,,True,,,238.0136125,19.2702044,15:52:03.267,+19:16:12.736,point,cross,cyan,'LAE2192',,point=cross 14 color=cyan width=2 text={'LAE2192'},914
Filler,LAE2194,1,1,1,,,0,,True,,,237.7657083,19.2708439,15:51:03.770,+19:16:15.038,point,cross,cyan,'LAE2194',,point=cross 14 color=cyan width=2 text={'LAE2194'},915
Filler,LAE2195,1,1,1,,,0,,True,,,237.8487125,19.2703975,15:51:23.691,+19:16:13.431,point,cross,cyan,'LAE2195',,point=cross 14 color=cyan width=2 text={'LAE2195'},916
Filler,LAE2197,1,1,1,,,0,,True,,,238.1360792,19.2721586,15:52:32.659,+19:16:19.771,point,cross,cyan,'LAE2197',,point=cross 14 color=cyan width=2 text={'LAE2197'},917
Filler,LAE2198,1,1,1,,,0,,True,,,237.8307958,19.2709831,15:51:19.391,+19:16:15.539,point,cross,cyan,'LAE2198',,point=cross 14 color=cyan width=2 text={'LAE2198'},918
Filler,LAE2200,1,1,1,,,0,,True,,,237.8312792,19.2706606,15:51:19.507,+19:16:14.378,point,cross,cyan,'LAE2200',,point=cross 14 color=cyan width=2 text={'LAE2200'},919
Filler,LAE2201,1,1,1,,,0,,True,,,237.7846167,19.2730519,15:51:08.308,+19:16:22.987,point,cross,cyan,'LAE2201',,point=cross 14 color=cyan width=2 text={'LAE2201'},920
Filler,LAE2202,1,1,1,,,0,,True,,,238.1550792,19.2717544,15:52:37.219,+19:16:18.316,point,cross,cyan,'LAE2202',,point=cross 14 color=cyan width=2 text={'LAE2202'},921
Filler,LAE2204,1,1,1,,,0,,True,,,238.1096833,19.2732844,15:52:26.324,+19:16:23.824,point,cross,cyan,'LAE2204',,point=cross 14 color=cyan width=2 text={'LAE2204'},922
Filler,LAE2205,1,1,1,,,0,,True,,,238.1712917,19.2738825,15:52:41.110,+19:16:25.977,point,cross,cyan,'LAE2205',,point=cross 14 color=cyan width=2 text={'LAE2205'},923
Filler,LAE2206,1,1,1,,,0,,True,,,237.9818500,19.2741244,15:51:55.644,+19:16:26.848,point,cross,cyan,'LAE2206',,point=cross 14 color=cyan width=2 text={'LAE2206'},924
Filler,LAE2207,1,1,1,,,0,,True,,,238.0643417,19.2744761,15:52:15.442,+19:16:28.114,point,cross,cyan,'LAE2207',,point=cross 14 color=cyan width=2 text={'LAE2207'},925
Filler,LAE2212,1,1,1,,,0,,True,,,238.1188750,19.2745644,15:52:28.530,+19:16:28.432,point,cross,cyan,'LAE2212',,point=cross 14 color=cyan width=2 text={'LAE2212'},926
Filler,LAE2213,1,1,1,,,0,,True,,,238.1311417,19.2734886,15:52:31.474,+19:16:24.559,point,cross,cyan,'LAE2213',,point=cross 14 color=cyan width=2 text={'LAE2213'},927
Filler,LAE2218,1,1,1,,,0,,True,,,238.1235083,19.2777481,15:52:29.642,+19:16:39.893,point,cross,cyan,'LAE2218',,point=cross 14 color=cyan width=2 text={'LAE2218'},928
Filler,LAE2219,1,1,1,,,0,,True,,,237.7849875,19.2780789,15:51:08.397,+19:16:41.084,point,cross,cyan,'LAE2219',,point=cross 14 color=cyan width=2 text={'LAE2219'},929
Filler,LAE2222,1,1,1,,,0,,True,,,237.7909667,19.2785433,15:51:09.832,+19:16:42.756,point,cross,cyan,'LAE2222',,point=cross 14 color=cyan width=2 text={'LAE2222'},930
Filler,LAE2223,1,1,1,,,0,,True,,,237.8015958,19.2784958,15:51:12.383,+19:16:42.585,point,cross,cyan,'LAE2223',,point=cross 14 color=cyan width=2 text={'LAE2223'},931
Filler,LAE2224,1,1,1,,,0,,True,,,238.1778958,19.2783064,15:52:42.695,+19:16:41.903,point,cross,cyan,'LAE2224',,point=cross 14 color=cyan width=2 text={'LAE2224'},932
Filler,LAE2225,1,1,1,,,0,,True,,,237.8157708,19.2780697,15:51:15.785,+19:16:41.051,point,cross,cyan,'LAE2225',,point=cross 14 color=cyan width=2 text={'LAE2225'},933
Filler,LAE2226,1,1,1,,,0,,True,,,237.9622167,19.2782942,15:51:50.932,+19:16:41.859,point,cross,cyan,'LAE2226',,point=cross 14 color=cyan width=2 text={'LAE2226'},934
Filler,LAE2229,1,1,1,,,0,,True,,,237.8526750,19.2784103,15:51:24.642,+19:16:42.277,point,cross,cyan,'LAE2229',,point=cross 14 color=cyan width=2 text={'LAE2229'},935
Filler,LAE2230,1,1,1,,,0,,True,,,238.1429125,19.2799922,15:52:34.299,+19:16:47.972,point,cross,cyan,'LAE2230',,point=cross 14 color=cyan width=2 text={'LAE2230'},936
Filler,LAE2233,1,1,1,,,0,,True,,,237.8413917,19.2809283,15:51:21.934,+19:16:51.342,point,cross,cyan,'LAE2233',,point=cross 14 color=cyan width=2 text={'LAE2233'},937
Filler,LAE2239,1,1,1,,,0,,True,,,238.1543458,19.2816069,15:52:37.043,+19:16:53.785,point,cross,cyan,'LAE2239',,point=cross 14 color=cyan width=2 text={'LAE2239'},938
Filler,LAE2241,1,1,1,,,0,,True,,,237.9201333,19.2817969,15:51:40.832,+19:16:54.469,point,cross,cyan,'LAE2241',,point=cross 14 color=cyan width=2 text={'LAE2241'},939
Filler,LAE2243,1,1,1,,,0,,True,,,237.7542750,19.2816611,15:51:01.026,+19:16:53.980,point,cross,cyan,'LAE2243',,point=cross 14 color=cyan width=2 text={'LAE2243'},940
Filler,LAE2245,1,1,1,,,0,,True,,,238.0796000,19.2821969,15:52:19.104,+19:16:55.909,point,cross,cyan,'LAE2245',,point=cross 14 color=cyan width=2 text={'LAE2245'},941
Filler,LAE2246,1,1,1,,,0,,True,,,237.7999625,19.2820767,15:51:11.991,+19:16:55.476,point,cross,cyan,'LAE2246',,point=cross 14 color=cyan width=2 text={'LAE2246'},942
Filler,LAE2249,1,1,1,,,0,,True,,,237.7744708,19.2832786,15:51:05.873,+19:16:59.803,point,cross,cyan,'LAE2249',,point=cross 14 color=cyan width=2 text={'LAE2249'},943
Filler,LAE2256,1,1,1,,,0,,True,,,238.1558875,19.2840536,15:52:37.413,+19:17:02.593,point,cross,cyan,'LAE2256',,point=cross 14 color=cyan width=2 text={'LAE2256'},944
Filler,LAE2257,1,1,1,,,0,,True,,,237.8095375,19.2848322,15:51:14.289,+19:17:05.396,point,cross,cyan,'LAE2257',,point=cross 14 color=cyan width=2 text={'LAE2257'},945
Filler,LAE2259,1,1,1,,,0,,True,,,238.1687375,19.2841700,15:52:40.497,+19:17:03.012,point,cross,cyan,'LAE2259',,point=cross 14 color=cyan width=2 text={'LAE2259'},946
Filler,LAE2260,1,1,1,,,0,,True,,,237.7673542,19.2850617,15:51:04.165,+19:17:06.222,point,cross,cyan,'LAE2260',,point=cross 14 color=cyan width=2 text={'LAE2260'},947
Filler,LAE2261,1,1,1,,,0,,True,,,238.1105125,19.2835828,15:52:26.523,+19:17:00.898,point,cross,cyan,'LAE2261',,point=cross 14 color=cyan width=2 text={'LAE2261'},948
Filler,LAE2266,1,1,1,,,0,,True,,,238.0318250,19.2860078,15:52:07.638,+19:17:09.628,point,cross,cyan,'LAE2266',,point=cross 14 color=cyan width=2 text={'LAE2266'},949
Filler,LAE2270,1,1,1,,,0,,True,,,237.8250875,19.2871297,15:51:18.021,+19:17:13.667,point,cross,cyan,'LAE2270',,point=cross 14 color=cyan width=2 text={'LAE2270'},950
Filler,LAE2272,1,1,1,,,0,,True,,,237.9841125,19.2867131,15:51:56.187,+19:17:12.167,point,cross,cyan,'LAE2272',,point=cross 14 color=cyan width=2 text={'LAE2272'},951
Filler,LAE2273,1,1,1,,,0,,True,,,237.7568417,19.2867308,15:51:01.642,+19:17:12.231,point,cross,cyan,'LAE2273',,point=cross 14 color=cyan width=2 text={'LAE2273'},952
Filler,LAE2276,1,1,1,,,0,,True,,,238.1100667,19.2878594,15:52:26.416,+19:17:16.294,point,cross,cyan,'LAE2276',,point=cross 14 color=cyan width=2 text={'LAE2276'},953
Filler,LAE2281,1,1,1,,,0,,True,,,237.7867750,19.2898089,15:51:08.826,+19:17:23.312,point,cross,cyan,'LAE2281',,point=cross 14 color=cyan width=2 text={'LAE2281'},954
Filler,LAE2283,1,1,1,,,0,,True,,,237.7709458,19.2910586,15:51:05.027,+19:17:27.811,point,cross,cyan,'LAE2283',,point=cross 14 color=cyan width=2 text={'LAE2283'},955
Filler,LAE2289,1,1,1,,,0,,True,,,238.0345167,19.2928894,15:52:08.284,+19:17:34.402,point,cross,cyan,'LAE2289',,point=cross 14 color=cyan width=2 text={'LAE2289'},956
Filler,LAE2294,1,1,1,,,0,,True,,,237.9933500,19.2933747,15:51:58.404,+19:17:36.149,point,cross,cyan,'LAE2294',,point=cross 14 color=cyan width=2 text={'LAE2294'},957
Filler,LAE2295,1,1,1,,,0,,True,,,237.8028833,19.2931578,15:51:12.692,+19:17:35.368,point,cross,cyan,'LAE2295',,point=cross 14 color=cyan width=2 text={'LAE2295'},958
Filler,LAE2296,1,1,1,,,0,,True,,,238.1459333,19.2943814,15:52:35.024,+19:17:39.773,point,cross,cyan,'LAE2296',,point=cross 14 color=cyan width=2 text={'LAE2296'},959
Filler,LAE2303,1,1,1,,,0,,True,,,238.0602042,19.2958947,15:52:14.449,+19:17:45.221,point,cross,cyan,'LAE2303',,point=cross 14 color=cyan width=2 text={'LAE2303'},960
Filler,LAE2305,1,1,1,,,0,,True,,,237.7918000,19.2954853,15:51:10.032,+19:17:43.747,point,cross,cyan,'LAE2305',,point=cross 14 color=cyan width=2 text={'LAE2305'},961
Filler,LAE2307,1,1,1,,,0,,True,,,237.8593458,19.2944892,15:51:26.243,+19:17:40.161,point,cross,cyan,'LAE2307',,point=cross 14 color=cyan width=2 text={'LAE2307'},962
Filler,LAE2308,1,1,1,,,0,,True,,,237.8417417,19.2964481,15:51:22.018,+19:17:47.213,point,cross,cyan,'LAE2308',,point=cross 14 color=cyan width=2 text={'LAE2308'},963
Filler,LAE2309,1,1,1,,,0,,True,,,238.0965583,19.2967219,15:52:23.174,+19:17:48.199,point,cross,cyan,'LAE2309',,point=cross 14 color=cyan width=2 text={'LAE2309'},964
Filler,LAE2310,1,1,1,,,0,,True,,,237.8223833,19.2978356,15:51:17.372,+19:17:52.208,point,cross,cyan,'LAE2310',,point=cross 14 color=cyan width=2 text={'LAE2310'},965
Filler,LAE2312,1,1,1,,,0,,True,,,237.7947792,19.2982633,15:51:10.747,+19:17:53.748,point,cross,cyan,'LAE2312',,point=cross 14 color=cyan width=2 text={'LAE2312'},966
Filler,LAE2313,1,1,1,,,0,,True,,,238.1795833,19.2978497,15:52:43.100,+19:17:52.259,point,cross,cyan,'LAE2313',,point=cross 14 color=cyan width=2 text={'LAE2313'},967
Filler,LAE2316,1,1,1,,,0,,True,,,238.1039000,19.2995506,15:52:24.936,+19:17:58.382,point,cross,cyan,'LAE2316',,point=cross 14 color=cyan width=2 text={'LAE2316'},968
Filler,LAE2319,1,1,1,,,0,,True,,,237.7579417,19.2991008,15:51:01.906,+19:17:56.763,point,cross,cyan,'LAE2319',,point=cross 14 color=cyan width=2 text={'LAE2319'},969
