name,ra_deg,dec_deg,ra_hms,dec_dms,shape,pointsym,color,text,comments,attrs_raw,order_in_file
LAE1998,237.8439625,19.2327419,15:51:22.551,+19:13:57.871,point,cross,cyan,'LAE1998',,point=cross 14 color=cyan width=2 text={'LAE1998'},349
LAE2000,237.9029083,19.2329572,15:51:36.698,+19:13:58.646,point,cross,cyan,'LAE2000',,point=cross 14 color=cyan width=2 text={'LAE2000'},350
LAE2002,237.7932167,19.2336225,15:51:10.372,+19:14:01.041,point,cross,cyan,'LAE2002',,point=cross 14 color=cyan width=2 text={'LAE2002'},351
LAE2008,237.8029625,19.2344581,15:51:12.711,+19:14:04.049,point,cross,cyan,'LAE2008',,point=cross 14 color=cyan width=2 text={'LAE2008'},352
LAE2009,237.7960333,19.2334625,15:51:11.048,+19:14:00.465,point,cross,cyan,'LAE2009',,point=cross 14 color=cyan width=2 text={'LAE2009'},353
LAE2012,237.7972875,19.2358256,15:51:11.349,+19:14:08.972,point,cross,cyan,'LAE2012',,point=cross 14 color=cyan width=2 text={'LAE2012'},354
LAE2013,238.1311583,19.2355633,15:52:31.478,+19:14:08.028,point,cross,cyan,'LAE2013',,point=cross 14 color=cyan width=2 text={'LAE2013'},355
LAE2014,237.7972958,19.2364636,15:51:11.351,+19:14:11.269,point,cross,cyan,'LAE2014',,point=cross 14 color=cyan width=2 text={'LAE2014'},356
LAE2016,237.8667667,19.2352675,15:51:28.024,+19:14:06.963,point,cross,cyan,'LAE2016',,point=cross 14 color=cyan width=2 text={'LAE2016'},357
LAE2017,237.7963458,19.2371261,15:51:11.123,+19:14:13.654,point,cross,cyan,'LAE2017',,point=cross 14 color=cyan width=2 text={'LAE2017'},358
LAE2021,237.8169792,19.2385994,15:51:16.075,+19:14:18.958,point,cross,cyan,'LAE2021',,point=cross 14 color=cyan width=2 text={'LAE2021'},359
LAE2022,237.9587750,19.2386144,15:51:50.106,+19:14:19.012,point,cross,cyan,'LAE2022',,point=cross 14 color=cyan width=2 text={'LAE2022'},360
LAE2030,238.0403333,19.2406719,15:52:09.680,+19:14:26.419,point,cross,cyan,'LAE2030',,point=cross 14 color=cyan width=2 text={'LAE2030'},361
LAE2036,237.9114917,19.2421361,15:51:38.758,+19:14:31.690,point,cross,cyan,'LAE2036',,point=cross 14 color=cyan width=2 text={'LAE2036'},362
LAE2037,237.9846417,19.2413122,15:51:56.314,+19:14:28.724,point,cross,cyan,'LAE2037',,point=cross 14 color=cyan width=2 text={'LAE2037'},363
LAE2043,237.8748000,19.2422917,15:51:29.952,+19:14:32.250,point,cross,cyan,'LAE2043',,point=cross 14 color=cyan width=2 text={'LAE2043'},364
LAE2046,237.9278167,19.2435425,15:51:42.676,+19:14:36.753,point,cross,cyan,'LAE2046',,point=cross 14 color=cyan width=2 text={'LAE2046'},365
LAE2051,237.9088167,19.2439392,15:51:38.116,+19:14:38.181,point,cross,cyan,'LAE2051',,point=cross 14 color=cyan width=2 text={'LAE2051'},366
LAE2052,237.9387333,19.2437547,15:51:45.296,+19:14:37.517,point,cross,cyan,'LAE2052',,point=cross 14 color=cyan width=2 text={'LAE2052'},367
LAE2060,238.0787458,19.2447144,15:52:18.899,+19:14:40.972,point,cross,cyan,'LAE2060',,point=cross 14 color=cyan width=2 text={'LAE2060'},368
LAE2064,238.0581208,19.2453189,15:52:13.949,+19:14:43.148,point,cross,cyan,'LAE2064',,point=cross 14 color=cyan width=2 text={'LAE2064'},369
LAE2067,237.8657417,19.2462736,15:51:27.778,+19:14:46.585,point,cross,cyan,'LAE2067',,point=cross 14 color=cyan width=2 text={'LAE2067'},370
LAE2068,238.0707125,19.2472256,15:52:16.971,+19:14:50.012,point,cross,cyan,'LAE2068',,point=cross 14 color=cyan width=2 text={'LAE2068'},371
LAE2070,237.7991917,19.2473603,15:51:11.806,+19:14:50.497,point,cross,cyan,'LAE2070',,point=cross 14 color=cyan width=2 text={'LAE2070'},372
LAE2071,237.8458500,19.2467642,15:51:23.004,+19:14:48.351,point,cross,cyan,'LAE2071',,point=cross 14 color=cyan width=2 text={'LAE2071'},373
LAE2072,237.8428042,19.2472861,15:51:22.273,+19:14:50.230,point,cross,cyan,'LAE2072',,point=cross 14 color=cyan width=2 text={'LAE2072'},374
LAE2074,238.0551125,19.2485300,15:52:13.227,+19:14:54.708,point,cross,cyan,'LAE2074',,point=cross 14 color=cyan width=2 text={'LAE2074'},375
LAE2077,237.9041667,19.2482742,15:51:37.000,+19:14:53.787,point,cross,cyan,'LAE2077',,point=cross 14 color=cyan width=2 text={'LAE2077'},376
LAE2079,237.9626708,19.2497244,15:51:51.041,+19:14:59.008,point,cross,cyan,'LAE2079',,point=cross 14 color=cyan width=2 text={'LAE2079'},377
LAE2087,238.0275292,19.2515325,15:52:06.607,+19:15:05.517,point,cross,cyan,'LAE2087',,point=cross 14 color=cyan width=2 text={'LAE2087'},378
LAE2092,238.0007042,19.2503683,15:52:00.169,+19:15:01.326,point,cross,cyan,'LAE2092',,point=cross 14 color=cyan width=2 text={'LAE2092'},379
LAE2095,237.8003792,19.2529356,15:51:12.091,+19:15:10.568,point,cross,cyan,'LAE2095',,point=cross 14 color=cyan width=2 text={'LAE2095'},380
LAE2097,237.8307667,19.2536633,15:51:19.384,+19:15:13.188,point,cross,cyan,'LAE2097',,point=cross 14 color=cyan width=2 text={'LAE2097'},381
LAE2100,237.7871833,19.2541297,15:51:08.924,+19:15:14.867,point,cross,cyan,'LAE2100',,point=cross 14 color=cyan width=2 text={'LAE2100'},382
LAE2118,237.8410167,19.2560714,15:51:21.844,+19:15:21.857,point,cross,cyan,'LAE2118',,point=cross 14 color=cyan width=2 text={'LAE2118'},383
LAE2119,237.8697750,19.2566258,15:51:28.746,+19:15:23.853,point,cross,cyan,'LAE2119',,point=cross 14 color=cyan width=2 text={'LAE2119'},384
LAE2120,238.0144917,19.2569697,15:52:03.478,+19:15:25.091,point,cross,cyan,'LAE2120',,point=cross 14 color=cyan width=2 text={'LAE2120'},385
LAE2124,237.8601208,19.2570172,15:51:26.429,+19:15:25.262,point,cross,cyan,'LAE2124',,point=cross 14 color=cyan width=2 text={'LAE2124'},386
LAE2125,238.0111125,19.2565006,15:52:02.667,+19:15:23.402,point,cross,cyan,'LAE2125',,point=cross 14 color=cyan width=2 text={'LAE2125'},387
LAE2133,238.0573417,19.2589183,15:52:13.762,+19:15:32.106,point,cross,cyan,'LAE2133',,point=cross 14 color=cyan width=2 text={'LAE2133'},388
LAE2137,237.9246500,19.2599322,15:51:41.916,+19:15:35.756,point,cross,cyan,'LAE2137',,point=cross 14 color=cyan width=2 text={'LAE2137'},389
LAE2141,238.0529542,19.2609611,15:52:12.709,+19:15:39.460,point,cross,cyan,'LAE2141',,point=cross 14 color=cyan width=2 text={'LAE2141'},390
LAE2142,237.7891250,19.2598572,15:51:09.390,+19:15:35.486,point,cross,cyan,'LAE2142',,point=cross 14 color=cyan width=2 text={'LAE2142'},391
LAE2143,237.9427208,19.2607758,15:51:46.253,+19:15:38.793,point,cross,cyan,'LAE2143',,point=cross 14 color=cyan width=2 text={'LAE2143'},392
LAE2145,238.0520667,19.2605053,15:52:12.496,+19:15:37.819,point,cross,cyan,'LAE2145',,point=cross 14 color=cyan width=2 text={'LAE2145'},393
LAE2146,237.9295833,19.2611725,15:51:43.100,+19:15:40.221,point,cross,cyan,'LAE2146',,point=cross 14 color=cyan width=2 text={'LAE2146'},394
LAE2148,237.7891792,19.2608583,15:51:09.403,+19:15:39.090,point,cross,cyan,'LAE2148',,point=cross 14 color=cyan width=2 text={'LAE2148'},395
LAE2149,238.1242083,19.2609361,15:52:29.810,+19:15:39.370,point,cross,cyan,'LAE2149',,point=cross 14 color=cyan width=2 text={'LAE2149'},396
LAE2153,237.9517333,19.2585258,15:51:48.416,+19:15:30.693,point,cross,cyan,'LAE2153',,point=cross 14 color=cyan width=2 text={'LAE2153'},397
LAE2162,238.1264708,19.2634608,15:52:30.353,+19:15:48.459,point,cross,cyan,'LAE2162',,point=cross 14 color=cyan width=2 text={'LAE2162'},398
LAE2169,238.0148167,19.2645844,15:52:03.556,+19:15:52.504,point,cross,cyan,'LAE2169',,point=cross 14 color=cyan width=2 text={'LAE2169'},399
LAE2171,237.9200792,19.2647636,15:51:40.819,+19:15:53.149,point,cross,cyan,'LAE2171',,point=cross 14 color=cyan width=2 text={'LAE2171'},400
LAE2173,237.7990000,19.2657164,15:51:11.760,+19:15:56.579,point,cross,cyan,'LAE2173',,point=cross 14 color=cyan width=2 text={'LAE2173'},401
LAE2177,237.9698875,19.2648478,15:51:52.773,+19:15:53.452,point,cross,cyan,'LAE2177',,point=cross 14 color=cyan width=2 text={'LAE2177'},402
LAE2185,238.0101083,19.2689747,15:52:02.426,+19:16:08.309,point,cross,cyan,'LAE2185',,point=cross 14 color=cyan width=2 text={'LAE2185'},403
LAE2191,238.0466000,19.2700858,15:52:11.184,+19:16:12.309,point,cross,cyan,'LAE2191',,point=cross 14 color=cyan width=2 text={'LAE2191'},404
LAE2192,238.0136125,19.2702044,15:52:03.267,+19:16:12.736,point,cross,cyan,'LAE2192',,point=cross 14 color=cyan width=2 text={'LAE2192'},405
LAE2195,237.8487125,19.2703975,15:51:23.691,+19:16:13.431,point,cross,cyan,'LAE2195',,point=cross 14 color=cyan width=2 text={'LAE2195'},406
LAE2197,238.1360792,19.2721586,15:52:32.659,+19:16:19.771,point,cross,cyan,'LAE2197',,point=cross 14 color=cyan width=2 text={'LAE2197'},407
LAE2198,237.8307958,19.2709831,15:51:19.391,+19:16:15.539,point,cross,cyan,'LAE2198',,point=cross 14 color=cyan width=2 text={'LAE2198'},408
LAE2200,237.8312792,19.2706606,15:51:19.507,+19:16:14.378,point,cross,cyan,'LAE2200',,point=cross 14 color=cyan width=2 text={'LAE2200'},409
LAE2201,237.7846167,19.2730519,15:51:08.308,+19:16:22.987,point,cross,cyan,'LAE2201',,point=cross 14 color=cyan width=2 text={'LAE2201'},410
LAE2204,238.1096833,19.2732844,15:52:26.324,+19:16:23.824,point,cross,cyan,'LAE2204',,point=cross 14 color=cyan width=2 text={'LAE2204'},411
LAE2206,237.9818500,19.2741244,15:51:55.644,+19:16:26.848,point,cross,cyan,'LAE2206',,point=cross 14 color=cyan width=2 text={'LAE2206'},412
LAE2207,238.0643417,19.2744761,15:52:15.442,+19:16:28.114,point,cross,cyan,'LAE2207',,point=cross 14 color=cyan width=2 text={'LAE2207'},413
LAE2212,238.1188750,19.2745644,15:52:28.530,+19:16:28.432,point,cross,cyan,'LAE2212',,point=cross 14 color=cyan width=2 text={'LAE2212'},414
LAE2213,238.1311417,19.2734886,15:52:31.474,+19:16:24.559,point,cross,cyan,'LAE2213',,point=cross 14 color=cyan width=2 text={'LAE2213'},415
LAE2218,238.1235083,19.2777481,15:52:29.642,+19:16:39.893,point,cross,cyan,'LAE2218',,point=cross 14 color=cyan width=2 text={'LAE2218'},416
LAE2219,237.7849875,19.2780789,15:51:08.397,+19:16:41.084,point,cross,cyan,'LAE2219',,point=cross 14 color=cyan width=2 text={'LAE2219'},417
LAE2222,237.7909667,19.2785433,15:51:09.832,+19:16:42.756,point,cross,cyan,'LAE2222',,point=cross 14 color=cyan width=2 text={'LAE2222'},418
LAE2223,237.8015958,19.2784958,15:51:12.383,+19:16:42.585,point,cross,cyan,'LAE2223',,point=cross 14 color=cyan width=2 text={'LAE2223'},419
LAE2225,237.8157708,19.2780697,15:51:15.785,+19:16:41.051,point,cross,cyan,'LAE2225',,point=cross 14 color=cyan width=2 text={'LAE2225'},420
LAE2226,237.9622167,19.2782942,15:51:50.932,+19:16:41.859,point,cross,cyan,'LAE2226',,point=cross 14 color=cyan width=2 text={'LAE2226'},421
LAE2229,237.8526750,19.2784103,15:51:24.642,+19:16:42.277,point,cross,cyan,'LAE2229',,point=cross 14 color=cyan width=2 text={'LAE2229'},422
LAE2233,237.8413917,19.2809283,15:51:21.934,+19:16:51.342,point,cross,cyan,'LAE2233',,point=cross 14 color=cyan width=2 text={'LAE2233'},423
LAE2241,237.9201333,19.2817969,15:51:40.832,+19:16:54.469,point,cross,cyan,'LAE2241',,point=cross 14 color=cyan width=2 text={'LAE2241'},424
LAE2245,238.0796000,19.2821969,15:52:19.104,+19:16:55.909,point,cross,cyan,'LAE2245',,point=cross 14 color=cyan width=2 text={'LAE2245'},425
LAE2246,237.7999625,19.2820767,15:51:11.991,+19:16:55.476,point,cross,cyan,'LAE2246',,point=cross 14 color=cyan width=2 text={'LAE2246'},426
LAE2257,237.8095375,19.2848322,15:51:14.289,+19:17:05.396,point,cross,cyan,'LAE2257',,point=cross 14 color=cyan width=2 text={'LAE2257'},427
LAE2261,238.1105125,19.2835828,15:52:26.523,+19:17:00.898,point,cross,cyan,'LAE2261',,point=cross 14 color=cyan width=2 text={'LAE2261'},428
LAE2266,238.0318250,19.2860078,15:52:07.638,+19:17:09.628,point,cross,cyan,'LAE2266',,point=cross 14 color=cyan width=2 text={'LAE2266'},429
LAE2270,237.8250875,19.2871297,15:51:18.021,+19:17:13.667,point,cross,cyan,'LAE2270',,point=cross 14 color=cyan width=2 text={'LAE2270'},430
LAE2272,237.9841125,19.2867131,15:51:56.187,+19:17:12.167,point,cross,cyan,'LAE2272',,point=cross 14 color=cyan width=2 text={'LAE2272'},431
LAE2276,238.1100667,19.2878594,15:52:26.416,+19:17:16.294,point,cross,cyan,'LAE2276',,point=cross 14 color=cyan width=2 text={'LAE2276'},432
LAE2281,237.7867750,19.2898089,15:51:08.826,+19:17:23.312,point,cross,cyan,'LAE2281',,point=cross 14 color=cyan width=2 text={'LAE2281'},433
LAE2289,238.0345167,19.2928894,15:52:08.284,+19:17:34.402,point,cross,cyan,'LAE2289',,point=cross 14 color=cyan width=2 text={'LAE2289'},434
LAE2294,237.9933500,19.2933747,15:51:58.404,+19:17:36.149,point,cross,cyan,'LAE2294',,point=cross 14 color=cyan width=2 text={'LAE2294'},435
LAE2295,237.8028833,19.2931578,15:51:12.692,+19:17:35.368,point,cross,cyan,'LAE2295',,point=cross 14 color=cyan width=2 text={'LAE2295'},436
LAE2303,238.0602042,19.2958947,15:52:14.449,+19:17:45.221,point,cross,cyan,'LAE2303',,point=cross 14 color=cyan width=2 text={'LAE2303'},437
LAE2305,237.7918000,19.2954853,15:51:10.032,+19:17:43.747,point,cross,cyan,'LAE2305',,point=cross 14 color=cyan width=2 text={'LAE2305'},438
LAE2307,237.8593458,19.2944892,15:51:26.243,+19:17:40.161,point,cross,cyan,'LAE2307',,point=cross 14 color=cyan width=2 text={'LAE2307'},439
LAE2308,237.8417417,19.2964481,15:51:22.018,+19:17:47.213,point,cross,cyan,'LAE2308',,point=cross 14 color=cyan width=2 text={'LAE2308'},440
LAE2309,238.0965583,19.2967219,15:52:23.174,+19:17:48.199,point,cross,cyan,'LAE2309',,point=cross 14 color=cyan width=2 text={'LAE2309'},441
LAE2310,237.8223833,19.2978356,15:51:17.372,+19:17:52.208,point,cross,cyan,'LAE2310',,point=cross 14 color=cyan width=2 text={'LAE2310'},442
LAE2312,237.7947792,19.2982633,15:51:10.747,+19:17:53.748,point,cross,cyan,'LAE2312',,point=cross 14 color=cyan width=2 text={'LAE2312'},443
LAE2316,238.1039000,19.2995506,15:52:24.936,+19:17:58.382,point,cross,cyan,'LAE2316',,point=cross 14 color=cyan width=2 text={'LAE2316'},444
LAE2330,237.7976042,19.3028000,15:51:11.425,+19:18:10.080,point,cross,cyan,'LAE2330',,point=cross 14 color=cyan width=2 text={'LAE2330'},445
LAE2332,237.8077500,19.3044800,15:51:13.860,+19:18:16.128,point,cross,cyan,'LAE2332',,point=cross 14 color=cyan width=2 text={'LAE2332'},446
LAE2333,237.8335333,19.3042097,15:51:20.048,+19:18:15.155,point,cross,cyan,'LAE2333',,point=cross 14 color=cyan width=2 text={'LAE2333'},447
LAE2334,237.8598958,19.3052506,15:51:26.375,+19:18:18.902,point,cross,cyan,'LAE2334',,point=cross 14 color=cyan width=2 text={'LAE2334'},448
LAE2338,238.1017875,19.3056514,15:52:24.429,+19:18:20.345,point,cross,cyan,'LAE2338',,point=cross 14 color=cyan width=2 text={'LAE2338'},449
LAE2341,237.8137458,19.3065292,15:51:15.299,+19:18:23.505,point,cross,cyan,'LAE2341',,point=cross 14 color=cyan width=2 text={'LAE2341'},450
LAE2344,238.1108917,19.3065808,15:52:26.614,+19:18:23.691,point,cross,cyan,'LAE2344',,point=cross 14 color=cyan width=2 text={'LAE2344'},451
LAE2345,238.0500458,19.3067058,15:52:12.011,+19:18:24.141,point,cross,cyan,'LAE2345',,point=cross 14 color=cyan width=2 text={'LAE2345'},452
LAE2351,238.1221708,19.3077958,15:52:29.321,+19:18:28.065,point,cross,cyan,'LAE2351',,point=cross 14 color=cyan width=2 text={'LAE2351'},453
LAE2352,238.0494833,19.3080511,15:52:11.876,+19:18:28.984,point,cross,cyan,'LAE2352',,point=cross 14 color=cyan width=2 text={'LAE2352'},454
LAE2358,238.0652417,19.3088561,15:52:15.658,+19:18:31.882,point,cross,cyan,'LAE2358',,point=cross 14 color=cyan width=2 text={'LAE2358'},455
LAE2359,237.8631708,19.3086597,15:51:27.161,+19:18:31.175,point,cross,cyan,'LAE2359',,point=cross 14 color=cyan width=2 text={'LAE2359'},456
LAE2361,238.0621958,19.3077303,15:52:14.927,+19:18:27.829,point,cross,cyan,'LAE2361',,point=cross 14 color=cyan width=2 text={'LAE2361'},457
LAE2363,238.1264750,19.3090072,15:52:30.354,+19:18:32.426,point,cross,cyan,'LAE2363',,point=cross 14 color=cyan width=2 text={'LAE2363'},458
LAE2364,237.9342458,19.3095264,15:51:44.219,+19:18:34.295,point,cross,cyan,'LAE2364',,point=cross 14 color=cyan width=2 text={'LAE2364'},459
LAE2365,238.1222875,19.3099506,15:52:29.349,+19:18:35.822,point,cross,cyan,'LAE2365',,point=cross 14 color=cyan width=2 text={'LAE2365'},460
LAE2366,238.0288625,19.3097647,15:52:06.927,+19:18:35.153,point,cross,cyan,'LAE2366',,point=cross 14 color=cyan width=2 text={'LAE2366'},461
LAE2371,237.8261875,19.3102461,15:51:18.285,+19:18:36.886,point,cross,cyan,'LAE2371',,point=cross 14 color=cyan width=2 text={'LAE2371'},462
LAE2372,238.1143917,19.3108694,15:52:27.454,+19:18:39.130,point,cross,cyan,'LAE2372',,point=cross 14 color=cyan width=2 text={'LAE2372'},463
LAE2375,237.8439375,19.3114242,15:51:22.545,+19:18:41.127,point,cross,cyan,'LAE2375',,point=cross 14 color=cyan width=2 text={'LAE2375'},464
LAE2379,238.0480833,19.3127192,15:52:11.540,+19:18:45.789,point,cross,cyan,'LAE2379',,point=cross 14 color=cyan width=2 text={'LAE2379'},465
LAE2387,238.1091708,19.3041611,15:52:26.201,+19:18:14.980,point,cross,cyan,'LAE2387',,point=cross 14 color=cyan width=2 text={'LAE2387'},466
LAE2388,238.0410083,19.3149114,15:52:09.842,+19:18:53.681,point,cross,cyan,'LAE2388',,point=cross 14 color=cyan width=2 text={'LAE2388'},467
LAE2398,237.7946875,19.3162847,15:51:10.725,+19:18:58.625,point,cross,cyan,'LAE2398',,point=cross 14 color=cyan width=2 text={'LAE2398'},468
LAE2399,237.7994542,19.3170064,15:51:11.869,+19:19:01.223,point,cross,cyan,'LAE2399',,point=cross 14 color=cyan width=2 text={'LAE2399'},469
LAE2400,237.7955500,19.3174731,15:51:10.932,+19:19:02.903,point,cross,cyan,'LAE2400',,point=cross 14 color=cyan width=2 text={'LAE2400'},470
LAE2401,237.8238375,19.3174975,15:51:17.721,+19:19:02.991,point,cross,cyan,'LAE2401',,point=cross 14 color=cyan width=2 text={'LAE2401'},471
LAE2410,238.0971208,19.3197939,15:52:23.309,+19:19:11.258,point,cross,cyan,'LAE2410',,point=cross 14 color=cyan width=2 text={'LAE2410'},472
LAE2417,237.8497292,19.3215069,15:51:23.935,+19:19:17.425,point,cross,cyan,'LAE2417',,point=cross 14 color=cyan width=2 text={'LAE2417'},473
LAE2418,238.1310375,19.3204169,15:52:31.449,+19:19:13.501,point,cross,cyan,'LAE2418',,point=cross 14 color=cyan width=2 text={'LAE2418'},474
LAE2424,237.9803292,19.3222942,15:51:55.279,+19:19:20.259,point,cross,cyan,'LAE2424',,point=cross 14 color=cyan width=2 text={'LAE2424'},475
LAE2425,237.8427958,19.3230044,15:51:22.271,+19:19:22.816,point,cross,cyan,'LAE2425',,point=cross 14 color=cyan width=2 text={'LAE2425'},476
LAE2426,237.7953917,19.3233589,15:51:10.894,+19:19:24.092,point,cross,cyan,'LAE2426',,point=cross 14 color=cyan width=2 text={'LAE2426'},477
LAE2427,237.9839000,19.3231639,15:51:56.136,+19:19:23.390,point,cross,cyan,'LAE2427',,point=cross 14 color=cyan width=2 text={'LAE2427'},478
LAE2428,237.8210375,19.3234778,15:51:17.049,+19:19:24.520,point,cross,cyan,'LAE2428',,point=cross 14 color=cyan width=2 text={'LAE2428'},479
LAE2435,237.8213208,19.3245342,15:51:17.117,+19:19:28.323,point,cross,cyan,'LAE2435',,point=cross 14 color=cyan width=2 text={'LAE2435'},480
LAE2441,237.9928833,19.3253767,15:51:58.292,+19:19:31.356,point,cross,cyan,'LAE2441',,point=cross 14 color=cyan width=2 text={'LAE2441'},481
LAE2443,237.9546458,19.3257147,15:51:49.115,+19:19:32.573,point,cross,cyan,'LAE2443',,point=cross 14 color=cyan width=2 text={'LAE2443'},482
LAE2445,237.8569458,19.3256856,15:51:25.667,+19:19:32.468,point,cross,cyan,'LAE2445',,point=cross 14 color=cyan width=2 text={'LAE2445'},483
LAE2450,237.8382458,19.3270103,15:51:21.179,+19:19:37.237,point,cross,cyan,'LAE2450',,point=cross 14 color=cyan width=2 text={'LAE2450'},484
LAE2451,238.1309375,19.3280761,15:52:31.425,+19:19:41.074,point,cross,cyan,'LAE2451',,point=cross 14 color=cyan width=2 text={'LAE2451'},485
LAE2453,237.8356583,19.3284667,15:51:20.558,+19:19:42.480,point,cross,cyan,'LAE2453',,point=cross 14 color=cyan width=2 text={'LAE2453'},486
LAE2457,237.7952708,19.3282181,15:51:10.865,+19:19:41.585,point,cross,cyan,'LAE2457',,point=cross 14 color=cyan width=2 text={'LAE2457'},487
LAE2460,237.7988458,19.3289069,15:51:11.723,+19:19:44.065,point,cross,cyan,'LAE2460',,point=cross 14 color=cyan width=2 text={'LAE2460'},488
LAE2461,237.9836917,19.3288608,15:51:56.086,+19:19:43.899,point,cross,cyan,'LAE2461',,point=cross 14 color=cyan width=2 text={'LAE2461'},489
LAE2464,238.0123958,19.3298697,15:52:02.975,+19:19:47.531,point,cross,cyan,'LAE2464',,point=cross 14 color=cyan width=2 text={'LAE2464'},490
LAE2465,237.9786417,19.3300439,15:51:54.874,+19:19:48.158,point,cross,cyan,'LAE2465',,point=cross 14 color=cyan width=2 text={'LAE2465'},491
LAE2466,237.9624500,19.3306400,15:51:50.988,+19:19:50.304,point,cross,cyan,'LAE2466',,point=cross 14 color=cyan width=2 text={'LAE2466'},492
LAE2467,238.0146542,19.3308961,15:52:03.517,+19:19:51.226,point,cross,cyan,'LAE2467',,point=cross 14 color=cyan width=2 text={'LAE2467'},493
LAE2471,238.0270667,19.3324914,15:52:06.496,+19:19:56.969,point,cross,cyan,'LAE2471',,point=cross 14 color=cyan width=2 text={'LAE2471'},494
LAE2472,238.0034625,19.3333214,15:52:00.831,+19:19:59.957,point,cross,cyan,'LAE2472',,point=cross 14 color=cyan width=2 text={'LAE2472'},495
LAE2474,238.0777917,19.3330322,15:52:18.670,+19:19:58.916,point,cross,cyan,'LAE2474',,point=cross 14 color=cyan width=2 text={'LAE2474'},496
LAE2477,237.8655292,19.3337667,15:51:27.727,+19:20:01.560,point,cross,cyan,'LAE2477',,point=cross 14 color=cyan width=2 text={'LAE2477'},497
LAE2483,238.1033917,19.3356467,15:52:24.814,+19:20:08.328,point,cross,cyan,'LAE2483',,point=cross 14 color=cyan width=2 text={'LAE2483'},498
LAE2484,237.9767625,19.3348769,15:51:54.423,+19:20:05.557,point,cross,cyan,'LAE2484',,point=cross 14 color=cyan width=2 text={'LAE2484'},499
LAE2491,237.9571792,19.3363428,15:51:49.723,+19:20:10.834,point,cross,cyan,'LAE2491',,point=cross 14 color=cyan width=2 text={'LAE2491'},500
LAE2494,238.0865667,19.3380522,15:52:20.776,+19:20:16.988,point,cross,cyan,'LAE2494',,point=cross 14 color=cyan width=2 text={'LAE2494'},501
LAE2495,238.0196750,19.3386008,15:52:04.722,+19:20:18.963,point,cross,cyan,'LAE2495',,point=cross 14 color=cyan width=2 text={'LAE2495'},502
LAE2499,237.9792917,19.3393369,15:51:55.030,+19:20:21.613,point,cross,cyan,'LAE2499',,point=cross 14 color=cyan width=2 text={'LAE2499'},503
LAE2502,237.9576750,19.3397058,15:51:49.842,+19:20:22.941,point,cross,cyan,'LAE2502',,point=cross 14 color=cyan width=2 text={'LAE2502'},504
LAE2503,237.8518667,19.3400717,15:51:24.448,+19:20:24.258,point,cross,cyan,'LAE2503',,point=cross 14 color=cyan width=2 text={'LAE2503'},505
LAE2505,237.9713125,19.3404597,15:51:53.115,+19:20:25.655,point,cross,cyan,'LAE2505',,point=cross 14 color=cyan width=2 text={'LAE2505'},506
LAE2511,238.0668125,19.3410547,15:52:16.035,+19:20:27.797,point,cross,cyan,'LAE2511',,point=cross 14 color=cyan width=2 text={'LAE2511'},507
LAE2519,237.8312125,19.3435572,15:51:19.491,+19:20:36.806,point,cross,cyan,'LAE2519',,point=cross 14 color=cyan width=2 text={'LAE2519'},508
LAE2520,237.9155250,19.3437675,15:51:39.726,+19:20:37.563,point,cross,cyan,'LAE2520',,point=cross 14 color=cyan width=2 text={'LAE2520'},509
LAE2526,238.1151333,19.3451286,15:52:27.632,+19:20:42.463,point,cross,cyan,'LAE2526',,point=cross 14 color=cyan width=2 text={'LAE2526'},510
LAE2529,237.9560333,19.3457972,15:51:49.448,+19:20:44.870,point,cross,cyan,'LAE2529',,point=cross 14 color=cyan width=2 text={'LAE2529'},511
LAE2533,238.1182542,19.3471964,15:52:28.381,+19:20:49.907,point,cross,cyan,'LAE2533',,point=cross 14 color=cyan width=2 text={'LAE2533'},512
LAE2537,238.0764667,19.3470400,15:52:18.352,+19:20:49.344,point,cross,cyan,'LAE2537',,point=cross 14 color=cyan width=2 text={'LAE2537'},513
LAE2542,238.0760500,19.3478381,15:52:18.252,+19:20:52.217,point,cross,cyan,'LAE2542',,point=cross 14 color=cyan width=2 text={'LAE2542'},514
LAE2543,237.9149208,19.3477847,15:51:39.581,+19:20:52.025,point,cross,cyan,'LAE2543',,point=cross 14 color=cyan width=2 text={'LAE2543'},515
LAE2545,238.0184208,19.3483500,15:52:04.421,+19:20:54.060,point,cross,cyan,'LAE2545',,point=cross 14 color=cyan width=2 text={'LAE2545'},516
LAE2548,237.7846583,19.3486689,15:51:08.318,+19:20:55.208,point,cross,cyan,'LAE2548',,point=cross 14 color=cyan width=2 text={'LAE2548'},517
LAE2551,237.7972875,19.3499761,15:51:11.349,+19:20:59.914,point,cross,cyan,'LAE2551',,point=cross 14 color=cyan width=2 text={'LAE2551'},518
LAE2552,237.8486375,19.3494447,15:51:23.673,+19:20:58.001,point,cross,cyan,'LAE2552',,point=cross 14 color=cyan width=2 text={'LAE2552'},519
LAE2563,237.9200708,19.3533742,15:51:40.817,+19:21:12.147,point,cross,cyan,'LAE2563',,point=cross 14 color=cyan width=2 text={'LAE2563'},520
LAE2568,237.8204417,19.3539717,15:51:16.906,+19:21:14.298,point,cross,cyan,'LAE2568',,point=cross 14 color=cyan width=2 text={'LAE2568'},521
LAE2570,238.0377167,19.3542031,15:52:09.052,+19:21:15.131,point,cross,cyan,'LAE2570',,point=cross 14 color=cyan width=2 text={'LAE2570'},522
